iter	MultiClass
0	1.14388149
1	0.9713079151
2	0.8425802107
3	0.7399866376
4	0.6574061616
5	0.590041404
6	0.5329616023
7	0.4840587741
8	0.4418468713
9	0.4063344889
10	0.3747486151
11	0.3466797186
12	0.3223387197
13	0.3012442514
14	0.2817636259
15	0.2649314337
16	0.2496693144
17	0.235450279
18	0.223122712
19	0.212193805
20	0.2023967721
21	0.1939692754
22	0.1861231708
23	0.1790490933
24	0.1726199443
25	0.1665337601
26	0.1614920605
27	0.156645304
28	0.1525871971
29	0.1483151214
30	0.1448528731
31	0.1417124518
32	0.1385968074
33	0.135293692
34	0.1329107317
35	0.1307201744
36	0.1281313635
37	0.1259532538
38	0.1243223059
39	0.1223475394
40	0.1204359129
41	0.1188690505
42	0.1172875486
43	0.1158504885
44	0.114691871
45	0.1135476132
46	0.1123429321
47	0.1108606989
48	0.1099098258
49	0.10902022
50	0.108063942
51	0.1072687549
52	0.1064452268
53	0.105618173
54	0.1049993098
55	0.1040878384
56	0.1033628469
57	0.1027372953
58	0.1021729846
59	0.1014516771
60	0.1009546966
61	0.1002711623
62	0.09970913148
63	0.0990010956
64	0.09841159153
65	0.09800646678
66	0.09748200836
67	0.0971061392
68	0.09655429457
69	0.09611749752
70	0.09575747447
71	0.09503381709
72	0.09452938645
73	0.0939601107
74	0.09350542031
75	0.09316817434
76	0.09290480815
77	0.09264691293
78	0.09215112376
79	0.09185800378
80	0.09135601627
81	0.0907590815
82	0.09046142022
83	0.09002670945
84	0.08953036399
85	0.089178566
86	0.0888747815
87	0.08861832886
88	0.08821362535
89	0.08800352223
90	0.08750518739
91	0.087064562
92	0.08674186596
93	0.08650420654
94	0.0862445392
95	0.0859712265
96	0.08550454629
97	0.08517144481
98	0.08479645993
99	0.08454042153
100	0.08403608603
101	0.08376604883
102	0.08349497139
103	0.08315920824
104	0.08277786842
105	0.08243114061
106	0.08195828839
107	0.08152512882
108	0.08126684777
109	0.08090296621
110	0.08045037027
111	0.08014959918
112	0.0798322393
113	0.07955416828
114	0.07930135891
115	0.07885788758
116	0.07838863184
117	0.07818291521
118	0.07797728511
119	0.07768684325
120	0.07744847399
121	0.07707413326
122	0.07678352712
123	0.07640516057
124	0.0762607785
125	0.07576014653
126	0.07552669023
127	0.07536768665
128	0.07516904293
129	0.07488534349
130	0.07460512561
131	0.0744014238
132	0.07429793199
133	0.07406279051
134	0.07368424576
135	0.07331930916
136	0.0730984974
137	0.07276468785
138	0.07260813688
139	0.07229135482
140	0.07186736532
141	0.07162491505
142	0.07114342323
143	0.07098462945
144	0.07092681336
145	0.07076675566
146	0.07043954876
147	0.07020806705
148	0.07001701528
149	0.06967982157
150	0.06941942762
151	0.06903394852
152	0.0689006095
153	0.06857316272
154	0.06838644981
155	0.06815261257
156	0.06796033045
157	0.06775060842
158	0.06743719882
159	0.06716294644
160	0.06687995138
161	0.06676050927
162	0.06648441401
163	0.06624193457
164	0.06601890236
165	0.06581346581
166	0.06562931977
167	0.0653736454
168	0.065216774
169	0.06495265627
170	0.06488769
171	0.06478780299
172	0.06464862789
173	0.06447106564
174	0.0642035245
175	0.06392891293
176	0.06374717905
177	0.06359676086
178	0.06337429951
179	0.06316570435
180	0.06305030996
181	0.06281566688
182	0.06261791949
183	0.06247357565
184	0.06228671223
185	0.06205736816
186	0.06186086326
187	0.06167022561
188	0.06147091742
189	0.06132312063
190	0.06116089386
191	0.06093832267
192	0.06072150078
193	0.06065096303
194	0.06037430456
195	0.06021716509
196	0.06009536408
197	0.05983410923
198	0.0596592436
199	0.05950883219
200	0.05924856838
201	0.05910724383
202	0.05890575362
203	0.05866300958
204	0.05847227829
205	0.0582239883
206	0.05801090705
207	0.05777778982
208	0.05737466475
209	0.05722538849
210	0.05702777914
211	0.05686041389
212	0.05666570722
213	0.05660504514
214	0.05637637049
215	0.0561667228
216	0.05588589046
217	0.05579776682
218	0.05561995557
219	0.05547483972
220	0.05534739514
221	0.05525238889
222	0.05510194303
223	0.05498765391
224	0.05482302033
225	0.05473988951
226	0.05451085271
227	0.05436582483
228	0.05413512991
229	0.05391136397
230	0.05372468769
231	0.05356622899
232	0.05343548879
233	0.05318322861
234	0.05300486186
235	0.05287503711
236	0.05265486319
237	0.0524854345
238	0.05242573734
239	0.0523113086
240	0.05217653584
241	0.05207058716
242	0.05184325936
243	0.05160748199
244	0.05153699236
245	0.05139007766
246	0.05120903466
247	0.05099331349
248	0.05092878504
249	0.05075706098
250	0.05061741741
251	0.05050836993
252	0.05036733948
253	0.05024102566
254	0.0501180452
255	0.05002079655
256	0.04991398585
257	0.04979838392
258	0.04958908062
259	0.04946242355
260	0.04935731298
261	0.04922448484
262	0.04903966655
263	0.04885800401
264	0.0486942445
265	0.04854727087
266	0.04843161151
267	0.04834944144
268	0.04826795319
269	0.04820082824
270	0.04811928174
271	0.04800270823
272	0.04790165693
273	0.04775109243
274	0.04761674743
275	0.04746087304
276	0.04736285347
277	0.04722440076
278	0.04707929532
279	0.04700147936
280	0.04689042293
281	0.04675631243
282	0.04668752738
283	0.04657123353
284	0.0464601899
285	0.04633449527
286	0.0461671846
287	0.04598986163
288	0.04587335218
289	0.04576865884
290	0.04564861969
291	0.04552467595
292	0.04544026625
293	0.04536133932
294	0.04523176778
295	0.04505839518
296	0.0449760587
297	0.04484724742
298	0.04477320677
299	0.04470596541
300	0.04460449892
301	0.0445230343
302	0.04438255518
303	0.0442642705
304	0.04412948796
305	0.0440594737
306	0.04385616755
307	0.04367134434
308	0.04355433279
309	0.04347375599
310	0.04340376445
311	0.04322818824
312	0.04314906064
313	0.0430115969
314	0.04286014827
315	0.04275732101
316	0.04266046232
317	0.0425793091
318	0.04251781573
319	0.04241138093
320	0.0423100861
321	0.04216502319
322	0.04201207286
323	0.04194161406
324	0.04183246918
325	0.04173448702
326	0.04162014862
327	0.04155485662
328	0.04145456745
329	0.04130532775
330	0.0412186868
331	0.0410974434
332	0.04098765302
333	0.04095713842
334	0.04089676485
335	0.04078321349
336	0.04068234627
337	0.04057540426
338	0.04049830159
339	0.04044524247
340	0.04031771122
341	0.04020584637
342	0.04011475668
343	0.04002210295
344	0.03995986919
345	0.03990227601
346	0.03975311263
347	0.03969607065
348	0.03962908065
349	0.03952074357
350	0.03942391311
351	0.03928345368
352	0.03920622432
353	0.03915562026
354	0.03906349299
355	0.03898338713
356	0.03888405121
357	0.03882503162
358	0.03875516837
359	0.03862789379
360	0.03852150065
361	0.03844711121
362	0.03838927222
363	0.03829401547
364	0.03819304011
365	0.03813515423
366	0.03809597624
367	0.03801828541
368	0.03795419483
369	0.03787420295
370	0.03783500358
371	0.03776125799
372	0.03764496983
373	0.03746795623
374	0.03735653104
375	0.03723007787
376	0.03710079139
377	0.03699719781
378	0.03694981192
379	0.03682388547
380	0.03673898189
381	0.03660546533
