iter	MultiClass
118	0.1219508225
119	0.1216707573
120	0.1214455623
121	0.1208119358
122	0.1205634479
123	0.1200066135
124	0.1196960723
125	0.1191373707
126	0.1186771568
127	0.1182406352
128	0.1176996548
129	0.1175163432
130	0.1170179694
131	0.1162660248
132	0.1158151425
133	0.1154035924
134	0.1150177009
135	0.1147169654
136	0.1144367485
137	0.1142609847
138	0.113973406
139	0.1135229828
140	0.113108557
141	0.1126636914
142	0.1121328317
143	0.1116397805
144	0.1112299198
145	0.11093072
146	0.1106705172
147	0.1105380753
148	0.1104130496
149	0.1100847289
150	0.1095317504
151	0.1092642026
152	0.1088699756
153	0.1084234143
154	0.1081553757
155	0.1079731982
156	0.1078552215
157	0.107607059
158	0.1072465555
159	0.1068894157
160	0.1066319301
161	0.1062948346
162	0.1059775498
163	0.1057276085
164	0.105307138
165	0.1048702197
166	0.104527353
167	0.1042268521
168	0.1038673235
169	0.1034830949
170	0.1033562768
171	0.1030210117
172	0.1027411908
173	0.1024759301
174	0.1023166042
175	0.1021412665
176	0.1020060194
177	0.1015820012
178	0.1013461714
179	0.1008840974
180	0.1005030135
181	0.1003667275
182	0.1002630342
183	0.09961678522
184	0.09929894372
185	0.09905749758
186	0.09896685926
187	0.09868412668
188	0.09842234874
189	0.09810500693
190	0.09782825292
191	0.09772138647
192	0.09736453545
193	0.09711438864
194	0.09692486289
195	0.09663617834
196	0.09636401364
197	0.09615944003
198	0.09591545989
199	0.09554437603
200	0.09532742149
201	0.09512151543
202	0.09499657766
203	0.09485422967
204	0.09458909109
205	0.09438008172
206	0.09429567311
207	0.09403819765
208	0.09371773719
209	0.09351955354
210	0.0933311265
211	0.09295257809
212	0.09266128224
213	0.09251012522
214	0.09232896973
215	0.09212025445
216	0.09182330599
217	0.09171480779
218	0.09152421922
219	0.09093107031
220	0.09071697536
221	0.09054694944
222	0.09044488005
223	0.09032839072
224	0.09018593637
225	0.08976621229
226	0.08949603216
227	0.08934930301
228	0.08915191401
229	0.08887283432
230	0.08870165783
231	0.08857761234
232	0.08835930232
233	0.08800968666
234	0.08786501509
235	0.08764031261
236	0.08727915899
237	0.08714007662
238	0.08695496871
239	0.08673134843
240	0.08658169846
241	0.08621241524
242	0.08602299683
243	0.08584315924
244	0.0856855362
245	0.08555689324
246	0.08537218111
247	0.08525860798
248	0.08492015759
249	0.08470080238
250	0.08441933423
251	0.08411686021
252	0.0839015299
253	0.08343386598
254	0.0833443992
255	0.08309254747
256	0.0829379648
257	0.08277846486
258	0.08246819891
259	0.08234318241
260	0.08206136317
261	0.08186397192
262	0.08171920738
263	0.08154958699
264	0.08147454606
265	0.08126293901
266	0.08110036772
267	0.08088769884
268	0.08076440017
269	0.08055426885
270	0.08049371743
271	0.08030784269
272	0.08025294243
273	0.08014573106
274	0.08004553479
275	0.07997597036
276	0.07974204383
277	0.07956175937
278	0.07913229182
279	0.0787916543
280	0.07851405453
281	0.07832946805
282	0.07824728923
283	0.07811917548
284	0.07778593607
285	0.07764913921
286	0.07752023429
287	0.07723115001
288	0.07707404954
289	0.07698939306
290	0.07685153854
291	0.07671974836
292	0.07660261543
293	0.07650872645
294	0.0763796625
295	0.07622817224
296	0.0761021206
297	0.07591381505
298	0.0758638761
299	0.07574563793
300	0.0755773449
301	0.0753694198
302	0.07518324417
303	0.07503882529
304	0.07484733981
305	0.07476347742
306	0.07463468883
307	0.07451548563
308	0.07439636053
309	0.0741499545
310	0.07393885829
311	0.07384365775
312	0.07373419456
313	0.07367604855
314	0.0735700743
315	0.07325861468
316	0.07314737168
317	0.07303884212
318	0.07291686101
319	0.07278387412
320	0.07271836869
321	0.07243457459
322	0.07236109828
323	0.07223080303
324	0.07209851837
325	0.07195115579
326	0.07181236982
327	0.07161863196
328	0.0714919346
329	0.07142025274
330	0.07133533794
331	0.07119095231
332	0.071005701
333	0.07095024263
334	0.07088452795
335	0.07071314637
336	0.07057475254
337	0.07044435839
338	0.07023344515
339	0.07015113256
340	0.07001627883
341	0.06993402754
342	0.06977240399
343	0.06962877426
344	0.06949086309
345	0.06931975252
346	0.06921866954
347	0.06913017848
348	0.06904021844
349	0.06898929538
350	0.06890519965
351	0.06873255208
352	0.06854175897
353	0.06850125084
354	0.06846485943
355	0.06821069982
356	0.06804295256
357	0.06788785146
358	0.0677339013
359	0.06754912041
360	0.06728159679
361	0.06718207932
362	0.06704457982
363	0.06691263127
364	0.06677176655
365	0.06660485925
366	0.06647788971
367	0.06638784143
368	0.06627207775
369	0.06608875528
370	0.06599430625
371	0.06592994723
372	0.06578387405
373	0.06567786295
374	0.06559758179
375	0.06551303246
376	0.06525886617
377	0.06511184659
378	0.06502408784
379	0.06492916934
380	0.06485278146
381	0.0647396584
382	0.06460475297
383	0.06450067178
384	0.06443813596
385	0.06422693617
386	0.06414764093
387	0.06404502344
388	0.06392959493
389	0.06376467456
390	0.06361964246
391	0.06351872776
392	0.06342516145
393	0.06338222362
394	0.06315146246
395	0.06304115021
396	0.06290043367
397	0.06279606736
398	0.06264819893
399	0.06253206696
400	0.06242658309
401	0.06224782168
402	0.06209703491
403	0.06187413465
404	0.06179098284
405	0.06168705217
406	0.06158563671
407	0.06135363543
408	0.06125428957
409	0.06109632147
410	0.06103941106
411	0.06087668206
412	0.0606660371
413	0.06054924757
414	0.06050334078
415	0.06031030692
416	0.06026511605
417	0.06020310407
418	0.06009915271
419	0.05999608637
420	0.05993565356
421	0.05987802287
422	0.05979492998
423	0.059672518
424	0.05950933183
425	0.05941651947
426	0.05935781112
427	0.05921417019
428	0.0591240258
429	0.05906667016
430	0.05897944205
431	0.05888100905
432	0.05880099186
433	0.05860212754
434	0.05852856133
435	0.05841270442
436	0.05829681813
437	0.05820472958
438	0.05812558685
439	0.05805276824
440	0.05795550341
441	0.05787451864
442	0.05779818089
443	0.05774759047
444	0.05755677351
445	0.05747550678
446	0.05741473521
447	0.05731337757
448	0.05722329124
449	0.05712427107
450	0.05689923599
451	0.05682949867
452	0.05674991046
453	0.05662489921
454	0.05649681177
455	0.05633065515
456	0.05625400799
457	0.05618029882
458	0.05602864808
459	0.05598981731
460	0.05587127688
461	0.05572555356
462	0.05547748514
463	0.05540979688
464	0.05533303077
465	0.05528096477
466	0.05518523438
467	0.05512553435
468	0.05507278885
469	0.05497881556
470	0.05492568497
471	0.05477157047
472	0.05468409648
473	0.05459137605
474	0.05452028459
475	0.05437785409
476	0.05430783675
477	0.05407742601
478	0.05398646231
479	0.05396989107
480	0.05386600667
481	0.05379299455
482	0.05369724447
483	0.05358853995
484	0.05354212892
485	0.05346654534
486	0.05342578911
487	0.05337431144
488	0.05325975748
489	0.05317651671
490	0.05306067323
491	0.0529838248
492	0.05287807293
493	0.05282541121
494	0.05274912619
495	0.05264841384
496	0.05259134084
497	0.05248336298
498	0.05242673569
499	0.05228359659
500	0.05222676452
501	0.05213318283
502	0.0520155117
503	0.05185164967
504	0.0517461331
505	0.05161726616
506	0.05155040997
507	0.05147057954
508	0.05138271531
509	0.0513355852
510	0.05118444191
511	0.05108263713
512	0.05098976352
513	0.05085881083
514	0.05079295637
515	0.05066466133
516	0.05048835878
517	0.05032632805
518	0.05023787575
519	0.05013770311
520	0.0500683578
521	0.05002781113
522	0.04998113302
523	0.04992848502
524	0.04983109251
525	0.04978636693
526	0.04969757236
527	0.04968233942
528	0.04964704636
529	0.04954588862
530	0.04948108448
531	0.04940780279
532	0.04934793819
533	0.04925967969
534	0.04920124005
535	0.04916447518
536	0.04911559678
537	0.04887374963
538	0.04876445543
539	0.04861561807
540	0.04853932099
541	0.04851214228
542	0.04844286892
543	0.04840852898
544	0.04835142475
545	0.04823962542
546	0.04812838789
547	0.04807351071
548	0.04794809132
549	0.04790499495
550	0.04779640262
551	0.04773744657
552	0.04761816849
553	0.04755632935
554	0.04749808241
555	0.04733887712
556	0.0472103705
557	0.04711573698
558	0.04707050845
559	0.04701409755
560	0.04694173137
561	0.04682524622
562	0.04667438845
563	0.0466209557
564	0.04653511117
565	0.0464645606
566	0.04639292075
567	0.04628069272
568	0.0460806722
569	0.04597838783
570	0.04595316756
571	0.0458827229
572	0.04581120573
573	0.04563803021
574	0.04553453633
575	0.04550264251
576	0.04535519693
577	0.04518484779
578	0.04513102871
579	0.04508484585
580	0.04498674118
581	0.04491495389
582	0.04489632038
583	0.04481500447
584	0.04474785166
585	0.0446857208
586	0.04464868927
587	0.04458941824
588	0.04453358318
589	0.04447760625
590	0.04429613643
591	0.04426341269
592	0.0441426828
593	0.04404399917
594	0.04390308389
595	0.04384841751
596	0.04379255516
597	0.04374632748
598	0.04364537658
599	0.04359274357
