iter	MultiClass
0	0.3864814502
1	0.3031278371
2	0.2757457918
3	0.2639367496
4	0.2507311535
5	0.2462127996
6	0.2380394478
7	0.2282590305
8	0.2247326288
9	0.2205787437
10	0.2171168512
11	0.2093057751
12	0.2054063652
13	0.2025478051
14	0.1946237873
15	0.1932394583
16	0.1905311813
17	0.1874070158
18	0.1843102284
19	0.1807586922
20	0.1795994693
21	0.1745121269
22	0.170360109
23	0.1653968567
24	0.1633953165
25	0.1598840057
26	0.157937283
27	0.1545775722
28	0.1519882431
29	0.1498582828
30	0.1472772724
31	0.1453380891
32	0.1420935701
33	0.1386805357
34	0.1352893604
35	0.1343581741
36	0.1331264935
37	0.1308566197
38	0.1301000688
39	0.1272721891
40	0.124557311
41	0.1222024127
42	0.1204022231
43	0.1197938532
44	0.1185874489
45	0.117044026
46	0.1158470702
47	0.1148575984
48	0.1125420097
49	0.1117754434
50	0.1097498314
51	0.1091153029
52	0.1075460089
53	0.1046950812
54	0.1027250401
55	0.1020278394
56	0.1010033422
57	0.09988977743
58	0.09904209009
59	0.09726848108
60	0.09508105818
61	0.0942838395
62	0.09367773904
63	0.0917421121
64	0.08941485976
65	0.08843879127
66	0.08796664827
67	0.08724665329
68	0.08683514965
69	0.08592598182
70	0.08361036247
71	0.08221433967
72	0.08123694001
73	0.08007973276
74	0.07919788333
75	0.07794009889
76	0.07698258786
77	0.07631361866
78	0.07565182578
79	0.07432532578
80	0.07350411791
81	0.07306928723
82	0.07192538614
83	0.07147125434
84	0.07004259241
85	0.06935655174
86	0.06797637643
87	0.06760606085
88	0.06672792472
89	0.06602738507
90	0.06519752729
91	0.06468273486
92	0.06363110343
93	0.06281863049
94	0.06149068562
95	0.06062027177
96	0.05931336418
97	0.05852943016
98	0.05778509865
99	0.05715601965
100	0.05656958768
101	0.0560099033
102	0.05493746794
103	0.05431684602
104	0.05397617571
105	0.05343630117
106	0.05314624262
107	0.05259073483
108	0.05191091997
109	0.05139744676
110	0.05086315901
111	0.05037143196
112	0.0499744197
113	0.04946667535
114	0.04875747862
115	0.04802287812
116	0.04770985102
117	0.04744741438
118	0.04714106883
119	0.04651975616
120	0.04623958505
121	0.04582820131
122	0.04484025687
123	0.04447686294
124	0.04390890475
125	0.04332118604
126	0.04287134146
127	0.04260697999
128	0.04220971253
129	0.04182080392
130	0.04162782985
131	0.04108891302
132	0.04071475348
133	0.04028433873
134	0.0401268911
135	0.03970187577
136	0.03899837674
137	0.0388085171
138	0.03849778424
139	0.03821767972
140	0.03802894317
141	0.037718714
142	0.03743213561
143	0.03704353213
144	0.03659810874
145	0.03627727532
146	0.03589713397
147	0.03563215836
148	0.03521788249
149	0.03501462653
150	0.03469139056
151	0.03418290893
152	0.03380496829
153	0.03322976875
154	0.03298859965
155	0.03270102669
156	0.03242597627
157	0.03217846844
158	0.03184442425
159	0.03172731016
160	0.03143327776
161	0.03089950251
162	0.03075768907
163	0.03058255068
164	0.03020887175
165	0.03000981908
166	0.02945015624
167	0.02919631504
168	0.02899632078
169	0.02878370471
170	0.02863775939
171	0.02847381695
172	0.02834876712
173	0.02795133151
174	0.02768440977
175	0.02754302838
176	0.02736821884
177	0.02725786681
178	0.02701687112
179	0.02687861487
180	0.02678634593
181	0.02653295216
182	0.02641037557
183	0.02630875418
184	0.0261218718
185	0.02592042404
186	0.02576390423
187	0.02556595385
188	0.02540877165
189	0.02521146363
190	0.02507857228
191	0.02501753048
192	0.02488483793
193	0.02473049456
194	0.02462790962
195	0.02449432852
196	0.02430046979
197	0.024033584
198	0.02392431783
199	0.02372389748
200	0.02361138779
201	0.02353205548
202	0.02345662382
203	0.02330321288
204	0.02323541621
205	0.02304895344
206	0.02295858068
207	0.02282580543
208	0.02265501977
209	0.02251977591
210	0.02227278501
211	0.02209146595
212	0.02187549657
213	0.02177540101
214	0.02169072713
215	0.02156097428
216	0.02143083091
217	0.0213662011
218	0.0212522644
219	0.02103047072
220	0.02086511455
221	0.0207666652
222	0.02043281984
223	0.02019272184
224	0.02001282379
225	0.01982468801
226	0.01970222128
227	0.01955927759
228	0.01949815617
229	0.01933712539
230	0.01911172419
231	0.01901909262
232	0.01890209179
233	0.01886105526
234	0.01874981867
235	0.01870590806
236	0.01850911528
237	0.01846106188
238	0.0182828149
239	0.01816708375
240	0.01801160341
241	0.01791558431
242	0.01778562107
243	0.01775427976
244	0.01763214834
245	0.01742824989
246	0.0173442224
247	0.01726137842
248	0.01721589804
249	0.01711002235
250	0.01704724831
251	0.01691576508
252	0.01678228599
253	0.0166467085
254	0.016564777
255	0.0164580752
256	0.01643521206
257	0.01633308983
258	0.0161728882
259	0.01605584152
260	0.01594858782
261	0.01589352766
262	0.01581250321
263	0.01573139728
264	0.015656139
265	0.01553123754
266	0.0154508689
267	0.0153646512
268	0.01530585425
269	0.01526369612
270	0.01515389796
271	0.01505911878
272	0.01494417233
273	0.01489514244
274	0.01484838675
275	0.0147156006
276	0.01466763473
277	0.01457480526
278	0.01454413786
279	0.01451647046
280	0.0144227884
281	0.01437537835
282	0.0143082054
283	0.01422149868
284	0.01418081987
285	0.01407231275
286	0.01404352287
287	0.01396815439
288	0.01387959733
289	0.01376366674
290	0.01368996038
291	0.01361840261
292	0.01357313959
293	0.01348070557
294	0.01342868594
295	0.01335447236
296	0.01333502123
297	0.01327151785
298	0.01316513167
299	0.01314236312
